user_id,user_name,time,comment,shoucang,zhuanfa,pinglun,dianzan,device,url
4100171854203174,\u4e2d\u56fd\u5927\u5730\u4fdd\u9669\u76f4\u9500\u8f66\u9669,2017-4-24 21:30,#\u5348\u591c\u8046\u542c# \u4eba\u751f\u5c31\u50cf\u84b2\u516c\u82f1\uff0c\u770b\u4f3c\u65e0\u62d8\u65e0\u675f\uff0c\u5374\u53c8\u8eab\u4e0d\u7531\u5df1\u3002 ,0,1,0,1,\u76ae\u76ae\u65f6\u5149\u673a\u4f01\u4e1a\u7248,//weibo.com/2746516814/F04tbhDr8?refer_flag=1001030103_
4100163150050823,\u80e1\u6df5-\u6211\u7684\u9a7f\u5bb6,2017-4-24 20:55,\u53d1\u8868\u4e86\u535a\u6587\u300a\u80be\u9633\u865a\u4e86~~\u300b\u7236\u4eb2\u8ba9\u6211\u4e0e\u4ed6\u4e00\u9053\u53bb\u82cf\u5dde\uff0c\u6211\u8bf4\u8111\u5b50\u91cc\u653e\u4e0d\u4e0b\u90a3\u4e48\u591a\u4e8b\uff0c\u6ca1\u53bb\u3002\u963f\u59e8\u8bf4\u5979\u9047\u5230\u4e86\u4e00\u4e2a\u524d\u6240\u672a\u6709\u7684\u597d\u9879\u76ee\uff0c\u6211\u8bf4\u6211\u5df2\u7ecf\u6709\u4e86\u4e66\u6cd5\u4e0e\u7406\u7597\u3002\u5927\u5730\u4fdd\u9669\u6253\u7535\u8bdd\u6765\uff0c\u8bf4\u4ed6\u7684\u8f66\u9669\u53ef\u4ee5\u5982\u4f55\u5982\u4f55\u4f18\u60e0\uff0c\u6211\u8bf4\u6211\u6709\u724c|\u80be\u9633\u865a\u4e86~~ ,0,0,0,0,\u65b0\u6d6a\u535a\u5ba2,//weibo.com/3446803344/F04f90ddJ?refer_flag=1001030103_
4100122277016573,\u4e2d\u56fd\u5927\u5730\u4fdd\u9669\u5b98\u5fae,2017-4-22 19:45,\u5c0f\u5c0f\u5e74\u7eaa\u8fd8\u4e0d\u61c2\u4ec0\u4e48\u662f\u7231\uff0c\u5927\u5730\u541b\u731c\u60f3\uff0c\u7b49\u957f\u5927\u4e86\u5e94\u8be5\u53ef\u4ee5\u62cd\u901f\u5ea6\u4e0e\u6fc0\u60c5\u4e86\u5427\uff01          ,0,0,0,0,\u79d2\u62cd\u7f51\u9875\u7248,//weibo.com/5699800473/EFInSpBYy?refer_flag=1001030103_
4100120070484896,\u4e2d\u56fd\u5927\u5730\u4fdd\u9669\u5b98\u5fae,2017-4-24 18:04,#\u5927\u5730\u6296\u6599#\u3010\u8fd9\u4e9b\u540d\u8a00\uff0c\u771f\u76f8\u539f\u6765\u90fd\u5728\u540e\u534a\u53e5\u3011\u201c\u5929\u624d\u662f1%\u7684\u7075\u611f\u52a099%\u7684\u6c57\u6c34\u201d\uff0c\u8fd9\u662f\u4f60\u52aa\u529b\u594b\u6597\u7684\u5ea7\u53f3\u94ed\uff1f\u4e14\u6162\uff01\u4eba\u5bb6\u8fd9\u8bdd\u624d\u8bf4\u4e86\u4e00\u534a\uff0c\u540e\u9762\u7d27\u8ddf\u7740\u7684\u662f\u2014\u2014\u201c\u4f46\u90a31%\u7684\u7075\u611f\u662f\u6700\u91cd\u8981\u7684\uff0c\u751a\u81f3\u6bd499%\u7684\u6c57\u6c34\u90fd\u91cd\u8981\u201d\u3002\u771f\u662f\u81ea\u53e4\u540e\u53e5\u51fa\u771f\u76f8\u5440\uff01\u6233\u56fe\u2193\u2193\u4e00\u8d77\u6f84\u6e05\u90a3\u4e9b\u201c\u524d\u534a\u53e5\u7684\u8bef\u4f1a\u201d\u5427\uff01 ,0,0,0,0,\u5fae\u535a weibo.com,//weibo.com/2938890114/F037F228U?refer_flag=1001030103_
4100119541928662,\u4e2d\u56fd\u5927\u5730\u4fdd\u9669\u5b98\u5fae,2017-4-24 18:02,\u4eba\u6c11\u7684\u8f66\u9669\u5168\u5458\u72c2\u6b22\u4f18\u60e0\u6765\u5566\uff014\u670824\u65e5-4\u670828\u65e5\uff0c\u6d3b\u52a8\u4ec5\u9650\u4e94\u5929\uff0c\u7838\u91d1\u86cb\u8d62\u79ef\u5206\uff0c\u6700\u9ad8\u670920000\u79ef\u5206\u793c\u5305\u54e6\uff01\u8d76\u7d27\u6233\u94fe\u63a5\u83b7\u53d6\u4f18\u60e0\uff01\u7f51\u9875\u94fe\u63a5 ,0,0,0,0,\u5fae\u535a weibo.com,//weibo.com/2938890114/F036O85Js?refer_flag=1001030103_
4100020062438351,\u4e2d\u56fd\u5927\u5730\u4fdd\u9669\u76f4\u9500\u8f66\u9669,2017-4-24 11:27,\u770b\u4e86\u4e00\u773c\u6700\u8fd1\u80a1\u5e02\u7684\u8d70\u52bf\uff0c\u7acb\u9a6c\u60f3\u5230\u4e86\u8fd9\u5f20\u56fe ,0,1,0,1,360\u5b89\u5168\u6d4f\u89c8\u5668,//weibo.com/2746516814/F00wmaekf?refer_flag=1001030103_
4100013665273956,Tiger_and_Rose,2017-4-24 11:01,\u5927\u5730\u4fdd\u9669300\u4e07\u9ad8\u7aef\u533b\u7597\u4fdd\u9669\uff0c\u53f2\u4e0a\u6700\u5f3a\uff0c\u65e0\u53ef\u8d85\u8d8a\uff0c\u628a\u63e1\u673a\u9047\uff01\u4f18\u52bf\u4e00\uff1a\u6295\u4fdd30\u5929\u540e\uff0c\u4e0d\u8bba\u5927\u75c5\u5c0f\u75c5\uff0c\u53ea\u8981\u4f4f\u9662\u5c31\u53ef\u4ee5\u8d54\uff0c\u65e0\u75c5\u79cd\u9650\u5236\uff1b\u4e1460\u5c81\u4ee5\u4e0b\uff0c\u514d\u4f53\u68c0\u5466\uff0c\u6700\u9ad8\u53ef\u7eed\u4fdd\u81f380\u5c81\u3002\U0001f38a\U0001f38a\u4f18\u52bf\u4e8c\uff1a\u6253\u7834\u793e\u4fdd\u7528\u836f\u76ee\u5f55\u8303\u56f4\uff0c\u53ea\u8981\u5408\u7406\u7684\u533b\u7597\u8d39\u7528\u4ec0\u4e48\u836f\u90fd\u62a5\u9500\uff0c\u4e0d\u8bba\u662f\u56fd\u4ea7\u836f/\u8fd8 ...\u5c55\u5f00\u5168\u6587c,0,0,2,0,iPhone 7 Plus,//weibo.com/2503422031/F00m2m7ZO?refer_flag=1001030103_
4099999035671952,\u4e2d\u56fd\u5927\u5730\u4fdd\u9669\u76f4\u9500\u8f66\u9669,2017-4-24 10:03,#\u676d\u5dde\u7537\u5b50\u56e0\u505c\u8f66\u7ea0\u7eb7\uff0c\u62b1\u8d77\u4ed6\u4eba\u72e0\u6454\u81f4\u9aa8\u6298# \u8fd1\u65e5\uff0c \u676d\u5dde\u6ee8\u6c5f\u533a\u53d1\u751f\u4e00\u8d77\u56e0\u505c\u8f66\u7ea0\u7eb7\u5f15\u53d1\u7684\u66b4\u529b\u4f24\u4eba\u6848\uff0c\u4e00\u7537\u5b50\u56e0\u505c\u8f66\u4e0e\u53e6\u4e00\u7537\u5b50\u53d1\u751f\u51b2\u7a81\uff0c\u5e76\u5c06\u5176\u62e6\u8170\u62b1\u8d77\u72e0\u6454\u5728\u5730\uff0c\u81f4\u5bf9\u65b9\u80f8\u90e8\u538b\u7f29\u6027\u9aa8\u6298\u3002\u76ee\u524d\uff0c\u7537\u5b50\u5f20\u67d0\u5df2\u88ab\u8b66\u65b9\u63a7\u5236\u3002\u4f24\u8005\u5434\u67d0\u4f4f\u9662\u6cbb\u7597\u4e2d\u3002PS\uff1a\u884c\u8f66\u5728\u5916\uff0c\u6587\u660e\u793c\u8ba9\uff0c\u9000\u4e00\u6b65\u6d77\u9614\u5929\u7a7a \u7f51\u9875\u94fe\u63a5       ,0,0,0,1,\u5206\u4eab\u6309\u94ae,//weibo.com/2746516814/EFXqLnNx6?refer_flag=1001030103_
4099975535496069,\u4e2d\u56fd\u5927\u5730\u4fdd\u9669\u76f4\u9500\u8f66\u9669,2017-4-24 08:30,#\u65e9\u5b89\u5927\u5730# \u4e09\u4e2a\u65b9\u6cd5\u53ef\u4ee5\u89e3\u51b3\u6240\u6709\u7684\u95ee\u9898\uff1a\u63a5\u53d7\uff0c\u6539\u53d8\uff0c\u79bb\u5f00\u3002 ,0,0,0,3,\u76ae\u76ae\u65f6\u5149\u673a\u4f01\u4e1a\u7248,//weibo.com/2746516814/EFWORn3Mh?refer_flag=1001030103_
4120035440176476,\u4e2d\u56fd\u5927\u5730\u4fdd\u9669\u5b98\u5fae,2017-6-18 17:00,#\u5927\u6709\u89c1\u5730#\u3010\u9001\u7ed9\u7236\u4eb2\u7684\u5065\u5eb7\u53ee\u549b\u3011\u7238\u7238\u603b\u8bf4\uff1a\u201c\u6211\u6ca1\u4e8b\u3001\u5403\u8fc7\u996d\u4e86\u3001\u522b\u62c5\u5fc3\u6211\u2026\u201d\u53ef\u4e8b\u5b9e\u4e0a\uff0c\u7531\u4e8e\u5de5\u4f5c\u7684\u8d1f\u62c5\u3001\u7cbe\u795e\u7684\u538b\u529b\uff0c\u5f88\u591a\u5065\u5eb7\u95ee\u9898\u5e38\u88ab\u4ed6\u4eec\u5ffd\u89c6\u548c\u62d6\u5ef6\u3002\u56fd\u5bb6\u536b\u8ba1\u59d4\u6570\u636e\u663e\u793a\uff0c\u8fd150%\u6210\u5e74\u7537\u6027\u6b63\u53d7\u4e0d\u540c\u7a0b\u5ea6\u5065\u5eb7\u56f0\u6270\u3002\u7236\u4eb2\u8282\u5065\u5eb7\u63d0\u9192\u9001\u7ed9\u7238\u7238\u2193\u544a\u8bc9\u4ed6\uff0c\u6ca1\u6709\u5065\u5eb7\uff0c\u6210\u529f\u6ca1\u6709\u610f\u4e49\u3002\u4e3a\u7238\u7238\u8f6c\uff01#\u7238\uff0c\u6211\u7231\u4f60 ...\u5c55\u5f00\u5168\u6587c,0,1,0,0,\u5fae\u535a weibo.com,//weibo.com/2938890114/F8pde0JUo?refer_flag=1001030103_
